ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
18ac2378-2a58-4a00-b68a-76df3a991493,ELO14258,Backlog Report,Primary,Event/Activity at Basinghall Street,1992-01-01,1992-01-31,Full,"A desk based assessment was undertaken at 35 Basinghall Street, EC3 by the Museum of London Archaeology Service in January 1992.  The site is considered to have a good potential for archaeological remains.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
18c350b9-3abb-4515-a734-7972c4bf97ed,ELO18163,Backlog Report,Primary,Watching Brief at Robert Street,2017-06-12,2017-06-26,Full,"Archaeological Watching Brief carried out by AOC Archaeology Group at 2-3 Robert Street, Westminster in September 2017. 16 test pits were dug by hand in the sub-basement vaults to examine the depth and form of the original foundations. Three boreholes were also drilled.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
18c385ef-8ac8-4e26-ad3b-5d63bcb913d2,ELO2680,Backlog Report,Primary,Watching Brief at Armagh Road,1994-11-09,1994-11-11,Backlog,No description is currently available for this record.  Awaiting update.,
18e0151b-5d88-4e0b-910a-4a1c23cbcce3,ELO10433,Backlog Report,Primary,Event/Activity at One Curzon Street,1995-01-01,1995-11-30,Backlog,No description is currently available for this record.  Awaiting update.,"GIS polygon created 18/01/2010 at 1:1,250 scale using OS Mastermap.  Approximate area of investigation."
18eed816-3b56-4e99-8068-e8cc62d683aa,ELO18726,Backlog Report - Invisible,Primary,Event/Activity at Norman House,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
18fd2763-0bbb-41c9-b5cc-3a0101fbc2d5,ELO9514,Backlog Report,Primary,Event/Activity at Lorry Park,1997-04-28,1997-05-01,Backlog,No description is currently available for this record.  Awaiting update.,
1911c97b-162c-4a12-9cbd-3668246738a4,ELO10071,Backlog Report,Primary,Event/Activity at Cheapside,2000-06-01,2000-06-30,Backlog,No description is currently available for this record.  Awaiting update.,
191c52eb-b3ff-43f1-acb9-ec6c9dfab926,ELO15018,Backlog Report,Primary,Event/Activity at Holland Park School,2010-12-01,2010-12-31,Full,"Wessex Archaeology undertook Phase 2 excavations at Holland Park School in 2010. This showed evidence of human occupation of the site from the Middle to Late Iron Age period, through to the Early Romano-British period. Evidence from the Romano-British period is provided in the form of a trackway or droveway. Post holes deating to the Iron Age were also found. Several Post Medieval garden features were also uncovered, such as pits and a possible pond.",
19290c8b-95c6-4369-bdcc-30868869524f,ELO4211,Backlog Report,Primary,Trial Trench at Old Bridge Street,1995-05-13,1996-05-31,Backlog,No description is currently available for this record.  Awaiting update.,
194b482d-5f0a-4a72-aa76-286918a3cc57,ELO14038,Backlog Report,Primary,Event/Activity at Lady of Lourdes Infant School,2014-05-01,2014-05-31,Full,"A desk based assessment was undertaken at the former Our Lady of Lourdes Infant School, Lewisham in May 2014 by CgMs Consulting.  The site is considered to have a low potential for all archaeological periods.",A GIS polygon was drawn over the approximate location of the site. Mapped at 1:1250 using OS MasterMap as a base.
194e1074-30e4-490d-9a5d-e1cb07121a70,ELO10192,Backlog Report,Primary,Event/Activity at Newham Way/Woolwich Manor Way,1998-07-01,1998-07-31,Backlog,No description is currently available for this record.  Awaiting update.,
19588e1c-7de8-4f75-b918-01b72c64e45f,ELO17645,Backlog Report,Primary,Evaluation at Ilona Rose House,2016-10-25,2017-01-27,Full,"From October 2016 to January 2017 Museum of London Archaeology was commissioned to undertake an archaeological evaluation at Ilona Rose House. Thirteen archaeological trenches were located across the site numbered A-TP1 to A-TP13, 5 geotechnical test pits TP1 to TP5 were also excavated. The evaluation has shown that in basemented areas, all archaeological remains have been removed during the construction except for some limited potential for deep cut features. The only surviving feature to be recorded was 17th-18th Century brick wall footings truncating thick levelling deposits along with later wall footings and associated drainage structures of Post Medieval date in the unbasemented areas of the site. The depth of Post Medieval levelling deposits suggests the area may have been quarried prior to urbanisation. The depth of Post Medieval deposits suggests the surface of natural deposits had been truncated removing evidence for earlier activity on the site, although this is not conclusive as is was not possible to fully excavate all of the trenches to natural deposits. Two evaluation trenches within the basement area showed truncated natural at levels of between 20.70m OD in A-TP1 and 21.43m OD in A-TP4. Test pits 1 and 2 revealed truncated natural clay below the modern basement slab at c 21m OD.",
1973fbe9-5a3d-4df5-80d1-1404827845e4,ELO14852,Backlog Report,Primary,Event/Activity at Peninsula Quays,2014-11-03,2014-11-03,Full,"RPS conducted an archaeological and historic environment baseline appraisal prepared on behalf of Knight Dragon Developments Limited in November 2014. The site was identified as being subject to significant surface truncation. The site's archaeological potential was identified as relating to the presence of thick deposit of peat (possibly Neolithic in date) potentially some 5.0 metres below present ground surface, although it was noted that the ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“brick-fieldÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ¯Â¿Â½ shown on the 1869 OS may have truncated the peat to the surface of the gravel, in the northern part of the site. Such deposits, if present, were considered to be of medium significance). The assessment concludes that the proposed development will cause no change to the Setting of either the Greenwich Maritime World Heritage Site or the Greenwich Palace Scheduled Monument. It also concludes that the removal of piecemeal industrial development and its replacement with a designed development will have a Minor (Beneficial) effect on the Setting of the Grade II Listed Blackwall Tunnel Entrance and Ventilation Shaft.",A GIS polygon covering the approximate area of the site was drawn at a scale of 1:2000 using OS MasterMap data as a base.
197c9359-8e9e-4583-a282-7172760d97f9,ELO13124,Backlog Report,Primary,Event/Activity at RAF Uxbridge,2013-04-01,2013-04-30,Full,A level 4 standing building survey was undertaken at RAF Uxbridge in April 2013 by the Airfield Research Group.,A GIS point was created over the approximate central area of the site.
19845ba1-4a3b-4695-b884-d25f4e12bb5d,ELO18273,Backlog Report - Invisible,Primary,Event/Activity at Plough Public House,2013-01-01,2013-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
19895809-bb35-46a2-a3b8-bb1e4f23714e,ELO1209,Backlog Report,Primary,Excavation at Hounslow Police Station,1994-03-01,1994-03-31,Full,"In March 1994 Museum of London Archaeology Service carried out an evaluation at Hounslow Police Station, Montague Road, Hounslow. This occurred prior to the submission by the Metropolitan Police Service of a planning application to build an extension to the existing police station. The two trial trenches dug during the evaluation revealed Post Medieval strata associated with the manor. An excavation was subsequently undertaken from the 3rd April to 3rd May 1995 as a condition of planning consent for the proposed development. Archaeology works were restricted to areas that would be affected by the foundations of the new extension. 9 trenches were excavated and archaeological strata was found, which were generally buried beneath 0.5m to 0.7m of modern material. Archaeological evidence was uncovered for the Hounslow Priory, which historical sources suggest was in existence by c. 1200, and for the post- Dissolution manor. Remains relating to the religious house included strata dated to the 14th or 15th Century, and a ditch backfilled in the late 15th Century. A clay hearth also appeared to be contemporaneous with the priory, as did an overlying pitched tile hearth, although the latter could have been of post- Dissolution state. Evidence for the manor included deposits and features dating to the 17th and 18th Centuries, and a (1711) brick wall, which was part of the east wing of the manor house. The manor house was destroyed in the early 19th Century.",
198f3f40-2c7d-4719-b67a-5ed495e17687,ELO10006,Backlog Report,Primary,Event/Activity at International House,1998-11-01,1998-11-30,Backlog,No description is currently available for this record.  Awaiting update.,
19b29f47-e2f4-41d9-8776-d69d962f6a45,ELO15442,Backlog Report,Primary,Event/Activity at Bedford Avenue,2015-06-25,2015-07-03,Full,A watching brief was carried out at 1 Bedford Avenue between the 25th June and the 3rd July 2015 by Archaeology South East.  The watching brief identified an early Post Medieval cess pit and part of a ditch. The ditch is thought to have been part f the fortifications related to the Civil War fort known to have been in the vicinity.,A GIS polygon was drawn over the approximate area of the watching brief. Mapped at 1:1250 using OS MasterMap as a base.
19c5f94f-377a-422c-a0a0-35b8f3bde5c2,ELO6708,Backlog Report,Primary,Excavation at Mare Street,2005-12-06,2006-01-12,Full,"An archaeological excavation was carried out by J Williams on behalf of Archaeological Solutions between 6th December 2005 and 12th January 2006. Three small 17th -18th Century structures of unknown function were recorded as well as 18th - 19th Century cellars, well, brick soak away, pits and ditches. Updated by R Leggett (6th October 2006)",
19c88cb2-3c57-4a39-ade7-058a61959277,ELO12027,Backlog Report,Primary,Event/Activity at City Road,2009-09-07,2011-04-12,Full,"An archaeological watching brief undertaken during Thames Water Victorian mains replacement works by Compass Archaeology between 2009 and 2011. Approximately 1.7km of trnching was observed. The majority of trenching exposed modern road layers overlying modern made-ground, service cuts and associated backfills. Sections of 19th Century brick wall were exposed in trenching on Nelson Place, Central Street, City Garden Row and Pickard Street, including the remnants of a coal-cellar. Areas of redeposited natural clays were exposed near the City Road Basin, and it is thought these were dumped during the excavations of the Basin in the early 19th Century.",Polygon created in GIS based on OS Master Map at a scale of 1:1250 OS and a site location plan in the report on 22/03/2012.
19d80fd4-7041-439d-a71a-109b8d2abaa5,ELO14265,Backlog Report,Primary,Event/Activity at St Martin's Lane,2014-06-07,2014-06-27,Full,"A watching brief was undertaken at 55-58 St Martin's Lane, Westminster between the 7th-26th June 2014 by Museum of London Archaeology.  Cutting the natural were wall trenches associated with the construction of the basement. West of the existing vaults another was located which is thought to have been contemporary with the 18th-19th Century extant building.",A GIS polygon was drawn over the approximate area of the watching brief. Mapped at 1:1250 using OS MasterMap as a base.
19ebf7aa-8cab-47cd-82c5-9756fb63a072,ELO11915,Backlog Report,Primary,Event/Activity at Roehampton Lane,2011-03-21,2011-03-29,Full,An archaeological evaluation undertaken in March 2011 at Arton Wilson House by Cotswold Archaeology. Eight trenches were excavated. Horitcultural features were identified dating to the late 19th and early 20th Century associated with use of the site as an orchard or market gardnen.,GIS polygon created 24/02/2012 at 1:1250 scale using OS MasterMap.
