ResourceID,Geometry,External Cross Reference Source,External Cross Reference Number,Event Type,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
3f416afa-eddf-4778-a82a-72dac2eeb77e,,,,Desk Based Assessment,Camden,Borough,Current,Primary,,,,08-Oct,Southampton Row,Holborn,London,WC1,ELO17556,Event - Interpretation,Primary,Desk Based Assessment at Southampton Row,2017-05-01,2017-05-31,Full,"In May 2017 Heritage Collective was commissioned to undertake a Heritage Statement in relation to a proposed development at 8-10 Southampton Row & 1 Fisher Street, Camden for a new hotel.  The site includes one listed building (Carlisle House, 8-10 Southampton Row) and is partly within the Kingsway Conservation Area.  Built in 1905-6, 8-10 Southampton Row, also known as Carlisle House, replaced four three storey buildings that were formerly on the plot and owned by the London County Council.The new building was designed by architectural firm Bradshaw, Gass & Hope in an Edwardian Baroque style.  Ordnance survey maps show the application site and the surrounding area have always been heavily developed with a number of buildings. On the 1911 OS Map 8-10 Southampton Row is shown as being one building marked as a hotel. Directly behind this 1 Fisher Street forms part of a large building marked as a school.   The 1938 OS Map shows little change to the surrounding area but notably 8-10 Southampton Row appears subdivided with number 8 marked as a bank and number 10 (a larger portion of the building) not showing any specific use. 8-10 Southampton Row is still in the same footprint as shown on the 1911 OS map as is 1 Fisher Street.   The London County Council Bomb Damage Map shows that a bomb caused total destruction of 14 and 16 Fisher Street, damage beyond repair to St Johns Church and serious damage to 1 Fisher Street. On the 1958 OS Map the ruined sites have largely been replaced with new buildings, including at number 1 Fisher Street. A new building has been erected in seemingly the same footprint as previously but its use is no longer marked as a school.  The report concludes that overall less than substantial harm has been identified for the proposed development. The proposal is designed to retain and enhance the existing listed building through a range of works described to be beneficial to the heritage asset.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
3f416afa-eddf-4778-a82a-72dac2eeb77e,,,,,,,,Alternate,,,,1,Fisher Street,,,,,,,,,,,,
3fd8694e-2e28-4899-96d7-4c8b67aba943,,Site Code,KRS93,Test Pit,Southwark,Borough,Current,,,,,,,,,,ELO11298,Event - Intervention,Primary,Test Pit at Kimpton Road,1993-01-01,1993-01-31,Full,"An evaluation was carried out at Kimpton Road by the Museum of London Archaeology Service in January 1993. Natural, weathered, brickearth was overlain by a garden soil and rubbish dumps.  In one test pit a well backfilled with 19th Century material was succeeded by a rubbish pit of similar date.",
3fe1dbec-e84a-4ff8-8c29-d1d3d8c66369,,,,Desk Based Assessment,Havering,Borough,Current,Primary,,,,240-242,St Mary's Lane,,Upminster,RM14,ELO6484,Event - Interpretation,Primary,Desk Based Assessment at St Mary's Lane,2005-10-01,2005-10-31,Full,"This report provides an archaeological assessment of a site at 240-242 St Mary's Lane, Upminster, RM14, prior to redevelopment. The site is currently occupied by a semidetached three-storey building that once formed two shop fronts and was probably constructed in the 1920's-30's.   This report concludes that there is evidence for a house or houses on the New Place Estate, prior to the 1775 house. However, there is no evidence to plot their exact location. Archive material studied for this report would appear to suggest that the moated area in the Clockhouse Gardens may be of Medieval origin, but again no definite material is available to confirm or dispute this. The 1775 building called 'New Place' is located on the redevelopment site, and archaeological features relating to the house, its basements and associated structures may survive on the site.",
4064c9da-46a7-43d7-a46c-17f111228e58,,Site Code,BYY00,Trial Trench,Hillingdon,Borough,Current,Primary,Former Thorn-EMI Factory,,,,Blyth Road,,Hayes,,ELO561,Event - Intervention,Primary,Trial Trench at Former Thorn-EMI Factory,2000-10-14,2000-10-14,Full,"An evaluation took place at Blythe Road, Hates on the 14th October 2000 by Pre-Construct Archaeology. The site comprised of a single trial trench which produced unstratified Post Medieval finds from a ploughsoil.   *Natural was observed at a height of 30.85-31.02m OD*",A GIS point was created using the location of the site at a scale of 1:1250 using OS MasterMap as a base.
406a050c-cd65-4b1c-8148-130573f5c32c,,,,Desk Based Assessment,Kingston upon Thames,Borough,Current,Primary,,,,39-41,Surbiton Road,,Kingston upon Thames,,ELO17980,Event - Interpretation,Primary,Desk Based Assessment at Surbiton Road,2015-01-01,2015-01-31,Full,"In January 2015 Thames Valley Archaeological Services was commssioned to undertake a desk based assessment at Surbiton Road.  The report indicates a lack of known heritage assets on the site and the limited extent of the development, although a programme of fieldwork might be required.",
4283ee94-5dbf-4712-898c-f6ac95b52a10,,,,Desk Based Assessment,Richmond upon Thames,Borough,Current,Primary,Parish Church of St Peter,,,,Church Lane,Petersham,Richmond,TW10 7AB,ELO18673,Event - Interpretation,Primary,Desk Based Assessment at Churchyard Parish Church of St Peter,2015-10-01,2015-10-31,Full,"Research on eleven graves south of the parish church of St Peter, Petersham, that lie within the footprint of a proposed extension, and a further four affected by it. No listed graves are within the footprint of the extension, but one grave noted as being of importance by Roger Bowdler (Historic England Historical Analysis and Research Team) in his survey of the graveyard on 25th August 1999 is within it. This is No. 577, Headstone to Richard & Barbara Seymour, 1734 & 1738. Another grave of interest to Bowdler, No. 586 James Perkins & family chest tomb 1689-91, lies just to the east of the area affected by the extension.",
43ac192b-c966-4d38-a283-d9bab260e040,,Site Code,BFJ09,Watching Brief,Islington,Borough,Current,Primary,Bunhill Fields Burial Ground,,,,City Road,,London,EC1,ELO14436,Event - Intervention,Primary,Watching Brief at Bunhill Fields Burial Ground,2009-03-02,2009-03-02,Full,"A watching brief at Bunhill Fields Burial Ground, EC1 by Museum of London Archaeology, monitoring maintenance of the main (central) path. In March 2009, a stone paving slab 6.6m to the west of the park-keeper's hut and 0.8m east of the corner of the metal railings to the north of the path was discovered to be loose. The slabs forming the path are known to cover brick burial vaults and some (although not the slab in question) retain lettering on their surface from original inscriptions relating to the occupants of the vaults.  Two smaller paving slabs to the south of the loose slab were lifted by the contractor and vault slab raised using a machine. Beneath it was a sand and silt bedding layer over a concrete slab 150mm thick, and although narrower north-south than the vault slab extended east and west beyond the limits of excavation and possibly underlay the entire path in the vicinity. The movement of the paving slab was probably not caused by a weakness in the underlying concete, and it was proposed that the bedding layer be consolidated and the slab re-laid. No archaeological deposits or features were observed.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
43ac192b-c966-4d38-a283-d9bab260e040,,OASIS ID,molas1-57127,,,,,,,,,,,,,,,,,,,,,,
43d7725f-89a3-4ed7-9a09-ad445cb12aac,,,,Desk Based Assessment,Camden,Borough,Current,Primary,,,,4,Wild Court,,London,WC2,ELO17551,Event - Interpretation,Primary,Desk Based Assessment at Wild Court,2017-03-01,2017-03-31,Full,"In March 2017 Museum of London Archaeology was commissioned to undertake a desk based assessment at 4 Wild Court, London.  The report concludes that there is moderate to high potential for Saxon remains, high potential for Post Medieval remains and low to moderate potential for Roman remains.  There is low to moderate potential for Prehistoric remains.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
4441b36d-8e09-4efd-a0d1-3a730709455b,,LPA Planning Reference,16/3893/HOT,Desk Based Assessment,Richmond upon Thames,Borough,Current,Primary,,2,The Wardrobe,,Old Palace Yard,,Richmond,TW9 1PA,ELO18667,Event - Interpretation,Primary,Desk Based Assessment at The Wardrobe,2017-01-01,2017-01-23,Full,"A desktop archaeological assessment was carried out on 2 The Wardrobe, Richmond upon Thames, by Dorian Crone and Dr Daniel Cummins of Heritage Information Ltd in January 2017.  The assessment concluded that the site has low potential for Prehistoric, Roman, Saxon and Early Medieval archaeology, but  a moderate potential for Post-Medieval and Modern archaeology. The medium to high significance value of the site means the site is particularly sensitive to any groundwor, any buried archaeology could be highly important for enhancing an appreciation and understanding of the significance of the Wardrobe and of the wider Richmond Palace site. The potential significance of any remains should demand further evaluation and possible full investigation before the commencement of any works.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
4474f4b8-d07a-4d38-8bc2-09d118f08416,,,,Desk Based Assessment,Tower Hamlets,Borough,Current,Primary,,,,17,Victoria Park Square,,London,E2,ELO18366,Event - Interpretation,Primary,Desk Based Assessment at Victoria Park Square,2016-11-01,2016-11-30,Full,A heritage Statement was carried out by KM Heritage in November 2016 at 17 Victoria Park Square. It is a Grade II* listed building built in the late 17th Century with 19th Century architectural details. Its use and connection with the University settlement in the 19th  Century is an interesting historical and social aspect to its significance. The building is a rare survival in terms of its internal architectural features. It makes an important contribution to the Bethnal Green Gardens Conservation Area.,A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
